H0,F0,C,g,e,rh,rf,th,tf,dh,df,Modeled_RDI,Final_Lymphoma_Burden,Final_Reserve_Index
0.7748836555104771,0.7752638576027828,0.4782918475142818,0.24355026676050312,0.4826579478763254,0.18654012275203527,0.2094228669311713,0.11536530338997986,0.19502960894037605,0.055425815287668295,0.08421795119684251,0.723944444444437,0.22233215202198353,0.4152921746225594
0.46281741998653375,0.47521492463160636,0.5429226548508892,0.18339650006754749,0.7185530168683529,0.25919342971972825,0.22799352637854525,0.18540129311367742,0.1602080155325496,0.10362648245879791,0.0370888986967927,0.5500000000000045,0.14343540441279187,0.38000249952387793
0.5789856765616117,0.46966556325926867,0.2769346053334131,0.17675717397716276,0.6092482564839763,0.24297076617019925,0.14338797352187457,0.1810478698814421,0.18932026769802057,0.05302396122290492,0.11314189416791405,0.5500000000000045,0.19165418602689302,0.35905807904271103
0.6233588525744664,0.45853468246183554,0.42473245523053216,0.21406452736560333,0.6033215423271854,0.20419482382528908,0.23644652316902243,0.14273264908110145,0.16606570533663084,0.0542084566154036,0.09006202475411107,0.5500000000000045,0.21883643779327414,0.413605272911576
0.7207160423696268,0.6824307596714032,0.40197917391487625,0.27256498608791024,0.5593087989790008,0.2135010474878713,0.1382759772516838,0.20852582583802898,0.2080714949538761,0.07825390212906441,0.04713542191272535,0.6326111111111136,0.24303041293254896,0.3531427844504905
0.5369317740201377,0.8310584027197191,0.3345581567673901,0.22684776633840964,0.49220982437877964,0.22154420584616213,0.0987538857655702,0.15557542304437108,0.18296462368981142,0.06791570510238552,0.11413889400424239,0.6436111111111124,0.25219014309352067,0.3640821662424909
0.7236405914473298,0.8106807629291772,0.41361096794540564,0.17421915890487993,0.757266619810926,0.2474998791915263,0.17337533180747344,0.10013683951414383,0.2280625158175354,0.04876758000610078,0.046113300828826184,0.7499999999999896,0.05431828348130133,0.4505696186037229
0.7820593441947095,0.7600666577937063,0.282336600887128,0.20520339539181937,0.49260251632828794,0.17376015085334934,0.13015922038702413,0.15075977685714465,0.2330799667921135,0.0633095894086565,0.08217770446635804,0.6706111111111094,0.22025620593978656,0.3760313903999098
0.7038138882525744,0.8946158699852059,0.3894423007805088,0.2192627626862793,0.6132028356198804,0.18053039205046864,0.08846307255869937,0.16612702751784014,0.17321242903434728,0.04177197851702145,0.0786423744075856,0.6993888888888841,0.13949520468547136,0.39185958669385934
0.5821512198089694,0.7422720700730399,0.5989557191775159,0.27403553604212927,0.5031928323983657,0.14113535340609296,0.0856652694838688,0.23539377410339,0.16316234931209497,0.07389759640678142,0.11460097646221858,0.5849444444444495,0.314492351968727,0.260707294033706
